Date,RMT Relaxed (1.2) - Gamma 0.1,RMT Relaxed (1.2) - Gamma 0.15,RMT Relaxed (1.2) - Gamma 0.2,RMT Relaxed (1.2) - Gamma 0.3,RMT Relaxed (1.2) - Gamma 0.5,RMT Relaxed (1.2) - Gamma 1.0,RMT Base (1.0) - Gamma 0.1,RMT Base (1.0) - Gamma 0.15,RMT Base (1.0) - Gamma 0.2,RMT Base (1.0) - Gamma 0.3,RMT Base (1.0) - Gamma 0.5,RMT Base (1.0) - Gamma 1.0,RMT High (1.4) - Gamma 0.1,RMT High (1.4) - Gamma 0.15,RMT High (1.4) - Gamma 0.2,RMT High (1.4) - Gamma 0.3,RMT High (1.4) - Gamma 0.5,RMT High (1.4) - Gamma 1.0
2019-01-17,1.049474181984377,1.046852274255094,1.0444103529792077,1.0410409979065018,1.0386055363699684,1.037683846952762,1.049476349922947,1.046853936272341,1.0444116831747363,1.041042009803372,1.038606146219461,1.037684145809287,1.0494723219374427,1.0468508407491044,1.044409238748372,1.041040081577942,1.0386049535550466,1.0376835544855871
2019-01-18,1.0600235278533547,1.0561344557854062,1.052738238015121,1.0482016192006285,1.0449649073751928,1.0438701854299584,1.0600260065730676,1.0561363642323323,1.0527398185609849,1.048202800119105,1.0449656295545051,1.0438705407031543,1.0600213462395094,1.0561327745062266,1.052736902076154,1.0482005466892395,1.0449642115712152,1.0438698364084673
2019-01-22,1.04775567081408,1.0453066441137064,1.0429348292281664,1.0394832662159261,1.0367402840995699,1.0355968712427766,1.0477577421282094,1.0453082360617894,1.0429361309018839,1.039484205036908,1.0367408500295028,1.035597146845104,1.0477539129112556,1.0453052831328624,1.0429337534149525,1.0394824342175115,1.0367397497260764,1.0355966030886072
2019-01-23,1.049176477991533,1.0466615011590767,1.0442242816686136,1.0407327232572021,1.0380865203339542,1.036688284857428,1.0491785270685108,1.0466630800991314,1.0442255874744122,1.0407337091123172,1.0380871021481977,1.0366885677937892,1.0491747287213318,1.0466601446117125,1.0442232009969186,1.0407318388352238,1.0380859723283422,1.0366880098795195
2019-01-24,1.0544348577928284,1.0515309317486807,1.0487900569658244,1.0449245110149177,1.042157470516907,1.0407140081477502,1.0544369124155843,1.0515325301132836,1.0487914038731618,1.0449255296495639,1.0421580720712111,1.040714300430595,1.0544331088087358,1.051529561300386,1.048788949746413,1.044923600163784,1.0421569047737276,1.0407137242954079
2019-01-25,1.065151786616287,1.0611030271698052,1.0577117813413488,1.0532095025153416,1.0499636684304623,1.048326830022306,1.0651542948808757,1.0611049650130115,1.0577133270223478,1.0532107165225286,1.0499643901379139,1.0483271832767314,1.065149632838502,1.0611013543069145,1.0577104845553544,1.053208394538104,1.0499629794382495,1.0483264844758169
2019-01-28,1.0586414552139645,1.0556168502001937,1.0528812384645516,1.0491148952408065,1.046233838405536,1.0446731982962223,1.0586440076876762,1.0556187984531085,1.0528827571394705,1.049116050538011,1.046234516153612,1.04467352717158,1.058639334809299,1.055615214482382,1.0528799881562456,1.049113860872604,1.0462332023678926,1.0446728792327042
2019-01-29,1.0554786503375122,1.053508691684958,1.051426213630368,1.0484559870938768,1.0462650538304272,1.045288394789348,1.0554811707814877,1.053510603828808,1.051427679609341,1.04845711576517,1.0462657182303623,1.0452887169694478,1.0554766049556177,1.0535071178004638,1.0514250232276101,1.048454982512537,1.046264431684118,1.0452880825626263
2019-01-30,1.0737579914509607,1.0697075153033535,1.0663098477101514,1.061735252031883,1.058372543476056,1.0566277270649822,1.073760858247531,1.0697097104627828,1.0663115394288265,1.0617366043087364,1.058373342395442,1.0566281172007994,1.0737555914902464,1.0697056601318125,1.0663084424933282,1.0617340216440518,1.0583717841282068,1.05662734624347
2019-01-31,1.0792331184353336,1.0754902473288022,1.0721298984182797,1.0673498860476944,1.0638307927668194,1.0620144853378355,1.0792360416646156,1.0754925030624696,1.0721316613095357,1.0673512923347617,1.0638316224125222,1.0620148894186947,1.0792306972461805,1.07548835682439,1.072128450601223,1.0673486160930317,1.0638300080636636,1.0620140918327352
2019-02-01,1.0802838462614106,1.075861509220025,1.0721178068675687,1.0669240168183298,1.0630608120098033,1.061520304401923,1.0802868197347266,1.075863802853708,1.0721196013538052,1.0669254206756846,1.0630616609472483,1.0615207205905954,1.080281342571799,1.075859560871876,1.072116315495162,1.0669227453653778,1.0630599989902112,1.0615198966999455
2019-02-04,1.0906491837518126,1.084730205478644,1.0799819417335652,1.073533227052517,1.0685654273419194,1.0661520048897284,1.0906525477746303,1.0847327908080857,1.0799839906161464,1.0735347824054762,1.0685663590199799,1.0661524599597656,1.0906463227663574,1.0847279916301964,1.0799802328899224,1.0735318238795584,1.0685645402318913,1.0661515603207048
2019-02-05,1.0964748061826552,1.0903065725563743,1.0853512369164398,1.078748631347708,1.0738707573760142,1.0714282361597551,1.096478211953935,1.0903092045085767,1.0853533297889002,1.0787502551237744,1.0738717253457035,1.0714287091405392,1.0964719074545306,1.0903043169042956,1.0853494917325006,1.0787471588580562,1.073869834938075,1.0714277739017972
2019-02-06,1.0961624972046569,1.08958353779243,1.0843748741013832,1.077370644262022,1.0718902788920983,1.0688509183986845,1.0961657968392438,1.0895860945686804,1.0843769417861266,1.077372191823437,1.0718911959901296,1.0688513646544988,1.096159675141464,1.089581337631348,1.0843731515282706,1.077369252966335,1.0718894112874053,1.0688504837765695
2019-02-07,1.0885514737786084,1.0831704887688254,1.078732659168403,1.072456956344045,1.0672332498316397,1.0638571114859228,1.0885546373641275,1.0831729305120499,1.0787346137706746,1.0724583738566291,1.0672340688633097,1.0638575048531684,1.0885488612347411,1.0831684472036285,1.0787310673671542,1.0724557114074948,1.06723249440085,1.0638567330289403
2019-02-08,1.0914754419982682,1.0857191971768279,1.0811177269360057,1.0745511394881289,1.0688170248642113,1.0648986505543387,1.091478542606592,1.0857215949604742,1.0811196395089664,1.0745525011830055,1.0688178051503168,1.0648990237771505,1.0914728881415128,1.0857171963638155,1.0811161707142058,1.0745499509533682,1.0688163105281605,1.0648982927721065
2019-02-11,1.0929462470528506,1.0869345815331048,1.08210813964913,1.075228931237209,1.0692351099240207,1.0652571926400518,1.0929495401132863,1.0869371129936023,1.0821101750351463,1.0752303429761747,1.0692359218640963,1.065257580551186,1.0929435270087258,1.0869324651158356,1.0821064841781005,1.0752277072652965,1.0692343681157146,1.0652568211540052
2019-02-12,1.1026165941364987,1.0955118030711966,1.0899629551057568,1.0822810301494927,1.0757119737881298,1.071514333931409,1.1026200232884213,1.095514461928595,1.0899650999693868,1.0822825602591417,1.0757128647353265,1.071514763793344,1.102613667945329,1.095509519150546,1.0899611699593192,1.08227967213339,1.0757111434434674,1.071513918266399
2019-02-13,1.1045372007409717,1.097009818793739,1.09114741208518,1.083109347739768,1.0762380228203086,1.072174110287871,1.1045408534745527,1.0970126357058754,1.0911496912136374,1.083110920019497,1.0762389488480477,1.072174557095165,1.1045340879664531,1.0970074022684633,1.091145519128664,1.0831079650558328,1.0762371596784592,1.0721736782319318
2019-02-14,1.1060031865039823,1.0985168332237785,1.092719212478603,1.0847433768849999,1.077887482407823,1.0738948318799086,1.1060068053269836,1.0985196295145847,1.0927214553586475,1.084744933663694,1.077888401840734,1.0738952757036866,1.106000124721796,1.0985144482886176,1.0927173548711204,1.0847420090466124,1.077886624771521,1.0738944025566346
2019-02-15,1.1158488687818517,1.1076539685542393,1.1013471902205132,1.0927977065158074,1.0853076777542203,1.0811371449564062,1.1158527846500337,1.1076570010926596,1.101349604799972,1.0927993852595415,1.0853086779912433,1.0811376296363129,1.1158455255150685,1.1076513626958346,1.1013451733531576,1.0927962219578693,1.0853067373096643,1.0811366743169006
2019-02-19,1.1171340447839342,1.1089757294672766,1.1028287587387509,1.0946681958249473,1.0875545309325134,1.0836844421869702,1.1171379463757027,1.1089787590609879,1.1028310968185462,1.0946698698123396,1.0875555327119508,1.0836849300626326,1.117130707937167,1.1089731222257682,1.1028267861662617,1.0946666955335524,1.0875535802338003,1.0836839663186506
2019-02-20,1.1180011283094937,1.1096724806442828,1.1034092605715717,1.095192389424544,1.0882281167976695,1.0845722871260732,1.1180050391316538,1.10967551732213,1.1034116151150688,1.0951940955140884,1.0882291427669817,1.084572788626886,1.1179977409948867,1.1096698402075058,1.1034072579585237,1.0951908471381089,1.0882271364094134,1.0845717963532713
2019-02-21,1.1158324456180118,1.107228618935614,1.1007413612685573,1.092243651588554,1.0850637976079702,1.080878288967004,1.115836496612256,1.1072317382161967,1.1007438191859122,1.0922454121578973,1.0850648387481538,1.080878794976862,1.1158289403507173,1.1072259094027566,1.100739282299315,1.092242068930373,1.085062812937054,1.080877796210464
2019-02-22,1.1253324292354285,1.1159162118875363,1.1088910590489984,1.0996573885598042,1.0918904958516606,1.0871901173522271,1.1253365970265385,1.1159194358548663,1.108893605348115,1.0996592346438818,1.0918915827572417,1.0871906453888749,1.1253288167482036,1.1159134072432837,1.1088889040702645,1.0996557241361506,1.0918894679120479,1.0871896031394865
2019-02-25,1.1263811642143386,1.11657221402072,1.1093310243472594,1.0999911072450985,1.092450832130444,1.087947558900397,1.1263852828156549,1.1165754068707032,1.1093335538428029,1.0999929888171032,1.0924519435408104,1.0879481012011718,1.1263775465441985,1.1165694059251683,1.1093288643453303,1.0999893905071085,1.0924497723442388,1.0879470287105866
2019-02-26,1.1258781388917867,1.1162582183171446,1.1091524011013583,1.0999796358412663,1.092439009999654,1.087841344779334,1.125882054872406,1.1162612759072439,1.1091548273931284,1.099981464910725,1.0924400891033206,1.087841871692099,1.1258746909212047,1.1162555237100569,1.109150326228949,1.0999779613621714,1.092437979557973,1.0878408292773167
2019-02-27,1.1240270618375647,1.1141278452691128,1.1068362195717745,1.0973891129156503,1.0895742613869137,1.0849684879021797,1.124031106017392,1.114130979135326,1.1068387242329774,1.0973909577303624,1.0895753561850965,1.084969022897196,1.1240234689005593,1.1141250632387878,1.1068340682428035,1.0973874269116253,1.0895732142542285,1.0849679640931307
2019-02-28,1.121791213361463,1.1119888099428354,1.1047078602629488,1.0951933968179097,1.0870389804042133,1.0819604286119504,1.1217953165292087,1.111991980221059,1.1047104104732104,1.0951952250538282,1.087040054658009,1.0819609507538768,1.1217875880328094,1.1119860083146096,1.1047056827839221,1.0951917420832016,1.087037962880281,1.0819599197588343
2019-03-01,1.1266399308993547,1.1159438349673767,1.107916427330703,1.0974586063051668,1.088801383990609,1.0838582842334024,1.126644281555066,1.1159471867731774,1.1079192063856975,1.0974605749210906,1.0888025562041954,1.0838588555983695,1.1266360331840146,1.1159408388941154,1.107914051672239,1.097456825747434,1.0888002674364083,1.0838577259332978
2019-03-04,1.123784746067319,1.113750863718941,1.106083842631897,1.0959394156900166,1.0876113031692531,1.0829879722486626,1.1237889153779304,1.1137540876393381,1.1060865419425485,1.0959413290991162,1.087612445164549,1.0829885280370444,1.1237810552305416,1.1137480101621178,1.106081560873986,1.0959376982945086,1.0876102191768164,1.0829874300840003
2019-03-05,1.122030036866578,1.1124438327327855,1.1050471468771983,1.0953429090526163,1.0876332670156756,1.0833547354859674,1.1220341668304834,1.1124470250759364,1.1050498153093327,1.0953448284635459,1.0876344088937102,1.0833552912057758,1.122026397561033,1.1124410177097874,1.1050448973575644,1.0953411830282003,1.0876321837672716,1.0833541935395987
2019-03-06,1.1144692596551677,1.1057049349440908,1.098900043811161,1.08995318381298,1.0828025180028042,1.0786765745273095,1.1144730234843823,1.1057078499832262,1.0989024978786204,1.0899549570582168,1.0828035672189127,1.078677084171265,1.1144659603881215,1.1057023754093385,1.0988979862160992,1.0899515935236255,1.0828015268284392,1.0786760785101865
2019-03-07,1.1073820384602597,1.099654039812326,1.0935432208365727,1.0852493306082462,1.0782909552491204,1.0742463197936816,1.1073854482490537,1.0996566845104907,1.0935454707248682,1.085250873763475,1.0782918677011493,1.0742467600958432,1.1073790950636697,1.0996517464808853,1.0935413593267254,1.0852479774978643,1.0782901046869366,1.0742458940178587
2019-03-08,1.1071705468513482,1.0995230647732397,1.093598965666255,1.0855652579514417,1.0784101217082376,1.073673019305781,1.1071738829982574,1.099525653942744,1.0936011186757342,1.085566728135231,1.078410972299335,1.0736734273124207,1.107167687741262,1.0995208327376078,1.0935971824382382,1.0855639706117262,1.0784093374749335,1.0736726268309802
2019-03-11,1.1239255214093302,1.11438227338867,1.1071051075027682,1.0973042798687707,1.0889152583629957,1.0834703057940176,1.1239294479939599,1.1143853103682086,1.107107654299681,1.097306055450075,1.0889162895055668,1.083470801884742,1.123922125998185,1.1143796364251088,1.107102990501246,1.097302711889041,1.0889143006991562,1.0834698268963396
2019-03-12,1.1285178396761584,1.118739758224706,1.11133018776738,1.101265533546263,1.092621394853655,1.0870863701582407,1.1285217445482971,1.1187427956024243,1.1113327217334161,1.1012673159633106,1.0926224337506905,1.0870868705422958,1.1285144747293396,1.1187371280069753,1.1113280834281367,1.1012639580480297,1.0926204277252958,1.0870858865694637
2019-03-13,1.1340127186108042,1.123609410877921,1.1158415622018236,1.105445077291654,1.0964690688629353,1.0908938678439346,1.134016848860994,1.123612618819508,1.1158441956898553,1.1054469496126706,1.0964701678504425,1.0908943992154236,1.1340091432545354,1.1236066228078159,1.1158393589477842,1.1054434097044115,1.0964680378221747,1.0908933523821713
2019-03-14,1.1333850176332325,1.1226453023259146,1.1145926788628804,1.1038328664760524,1.0946042647212488,1.0889290177647708,1.1333892869744526,1.1226485962854735,1.1145954265765459,1.1038347835902376,1.0946053901434802,1.08892956082686,1.1333813194138842,1.122642438387189,1.1145903894210611,1.1038311703265058,1.0946032127209417,1.0889284918952082
2019-03-15,1.1401778929297666,1.1288014663793482,1.1203749487500159,1.109335031683789,1.1000760974225778,1.0942236901727778,1.1401820800350817,1.128804723910442,1.1203776711601032,1.109336999449713,1.100077249218662,1.0942242477393767,1.140174227701502,1.1287986093290114,1.1203726644466918,1.109333267119603,1.1000750137913575,1.094223148558285
2019-03-18,1.1432471662126273,1.131408195010667,1.1226963491076476,1.1114159773263435,1.1022886733930066,1.096885973454427,1.1432513867522553,1.1314114861143432,1.1226991004555489,1.1114180080633542,1.1022898770093974,1.0968865596417172,1.1432434305148935,1.1314052822933238,1.1226940227207653,1.111414137883949,1.1022875281789735,1.0968854009630753
2019-03-19,1.1425989956052938,1.1306559903855504,1.1219400896601914,1.110778242768423,1.101764064518447,1.0963749867555335,1.14260316345782,1.1306592450824142,1.1219427955183354,1.1107802568894822,1.101765257682117,1.0963755686596204,1.1425952889641298,1.130653098730918,1.1219377904070365,1.1107764091270635,1.1017629262600555,1.0963744177262402
2019-03-20,1.1409583267580006,1.1299758933935182,1.1218694339201,1.111261767590347,1.1026343617643932,1.0977607618709109,1.1409621747298977,1.1299789273890306,1.1218719573430487,1.111263691620211,1.1026355130166938,1.0977613247722549,1.1409549368709027,1.129973218211846,1.121867303558478,1.111260015960063,1.1026332590120294,1.0977602103662003
2019-03-21,1.15847772424079,1.1451724707148903,1.1355147302882034,1.1228229304062136,1.1122848331780884,1.1060033841606183,1.1584821093398003,1.1451759146938982,1.135517613492842,1.1228250411837948,1.1122860852874223,1.1060039924505456,1.1584738844102083,1.1451694490766762,1.1355123119464066,1.1228210333634938,1.1122836461511287,1.1060027911230559
2019-03-22,1.1374194672641613,1.1271270743124764,1.1195015616548543,1.1089468128914923,1.0995053994653687,1.0935239762953015,1.1374228486975115,1.1271297665121325,1.1195038470462542,1.1089484353233658,1.09950635216525,1.0935244345666517,1.1374166061264446,1.1271247749899223,1.1194996938266957,1.108945393761393,1.0995045148502003,1.0935235339593279
2019-03-25,1.136749059140955,1.1268483384496613,1.1195320959205424,1.1094216909772334,1.1003441451499105,1.0946142614097232,1.1367524283702566,1.1268510136814063,1.1195343310579196,1.1094232916584714,1.1003450857761323,1.0946147143676,1.1367462207404728,1.1268460617426774,1.119530267204517,1.1094202871365686,1.1003432702646287,1.0946138238442586
2019-03-26,1.1438688222225648,1.133371508165143,1.1255386269979002,1.1147201087752143,1.1051420728080956,1.099355529171867,1.1438724797666002,1.133374401475809,1.1255410682368454,1.114721836517864,1.1051430955242565,1.0993560220790224,1.143865730685113,1.1333690397873106,1.1255366308600363,1.1147185976073206,1.1051411195777097,1.0993550525467433
2019-03-27,1.1400366179286434,1.1303598957738865,1.1229704744466584,1.1125381230732638,1.1030386114330724,1.0971513579474217,1.1400399636654983,1.1303625683561191,1.1229727833853511,1.1125397339231713,1.103039559929184,1.0971518127912507,1.1400338215407588,1.1303576348340596,1.1229686106342474,1.1125367325075173,1.1030377361732895,1.0971509202525396
2019-03-28,1.1459751299072576,1.1359338255700844,1.1280537326689275,1.1166902882900014,1.106536675732038,1.100203246197707,1.1459786734328448,1.1359366569704414,1.1280562539085919,1.116692025708747,1.1065376932441835,1.100203731850707,1.145972186418271,1.135931441836106,1.128051720743465,1.116688804551268,1.1065357446212474,1.1002027807641352
2019-03-29,1.1518993708731895,1.1410121207703676,1.132603317250825,1.1207152527777269,1.1102943312765208,1.1036260821809847,1.1519030198238656,1.1410150422448793,1.1326059138607154,1.120717070090739,1.1102953906709432,1.103626588790929,1.1518962986231238,1.1410096347459935,1.1326012261698588,1.1207136832342848,1.1102933576430827,1.1036255956261496
2019-04-01,1.16108399117121,1.1485044411552292,1.1389676595561842,1.1260447554086337,1.1152677401851439,1.1086096000066823,1.1610881539615845,1.1485077475702228,1.1389705675181743,1.1260468400023331,1.115268964823146,1.1086101903773304,1.161080386994959,1.1485015655270447,1.138965269526541,1.126042915509856,1.1152665961625088,1.1086090285029797
2019-04-02,1.1632252086072694,1.150489899593029,1.14088674288541,1.1278677842076752,1.1168084276373174,1.1097012025551385,1.1632294418675364,1.150493254194885,1.1408896726692779,1.1278698647625087,1.1168096393275622,1.1097017845145232,1.163221571236067,1.1504869998628415,1.1408843429007511,1.127865956682738,1.1168073032562682,1.1097006410047694
2019-04-03,1.1670168110066783,1.1533630733295448,1.1432027327514536,1.1297356600824964,1.1184313737591982,1.1108158480433252,1.1670212935050643,1.1533666044777788,1.1432057992079117,1.1297378660738215,1.1184326459427636,1.1108164591778478,1.1670129168793733,1.1533599945160002,1.1432001992104426,1.12973370350298,1.1184301918249133,1.110815257976734
2019-04-04,1.1671231456839537,1.1538361307751546,1.1438723803825697,1.1305921075419398,1.1195910953747439,1.112413340551374,1.167127562415914,1.1538396246223972,1.1438754133080729,1.130594304266359,1.1195923714846763,1.112413955239404,1.1671193016883408,1.1538330797779384,1.1438698709312975,1.1305901543889134,1.119589904225443,1.1124127457182216
2019-04-05,1.1732975847479008,1.1595450252586048,1.1491994463458333,1.1353840245814164,1.1241315086404662,1.1171878335510392,1.1733022105889275,1.159548679700972,1.1492026220843077,1.1353863273212408,1.1241328597841553,1.11718848590151,1.1732935644109963,1.1595418377016888,1.1491968223373474,1.1353819780789542,1.1241302418539423,1.1171872009407349
2019-04-08,1.1735760009976504,1.1594232798007298,1.1489411521060515,1.1350637621054351,1.1237737588740173,1.116947754866189,1.1735806191173008,1.1594269249971558,1.1489442924744393,1.135066058241407,1.1237751142000325,1.1169484115676682,1.1735719524369133,1.1594200782395834,1.1489385361596574,1.1350617068398552,1.1237724795234556,1.1169471159557456
2019-04-09,1.1675245953170863,1.1541007499049112,1.1441825050065877,1.1310200799918038,1.1202373480762378,1.1134931386005322,1.1675288777931716,1.1541041524748408,1.1441854268619402,1.1310222285118412,1.1202386099549986,1.113493749432109,1.1675208511416055,1.1540977675918676,1.1441800726913376,1.1310181560894472,1.1202361596073152,1.1134925449484487
2019-04-10,1.1757498868239555,1.1618407827229074,1.1515428291764878,1.137762977034721,1.1263538936329363,1.1191154294648846,1.1757543844090164,1.1618443553163558,1.1515458876274394,1.137765225875985,1.1263552098814833,1.119116065699916,1.1757459678094986,1.1618376598126263,1.151540287181927,1.137760965846296,1.1263526564699229,1.119114811722827
2019-04-11,1.1743457728240834,1.1604050682292173,1.1499625599660568,1.1358502753048105,1.1240578839998911,1.1166291365450887,1.174350334950836,1.160408679313066,1.1499657089747588,1.135852531859536,1.124059205106272,1.1166297735407835,1.1743417903580806,1.1604019072922855,1.14995995263597,1.1358482738894633,1.124056647848795,1.1166285194127088
2019-04-12,1.1797731272607084,1.1650638737952528,1.1540823154629904,1.1394096206101048,1.1272865834736436,1.119618911757268,1.179778012370222,1.1650677244884873,1.154085653169452,1.1394120329894306,1.1272879938326614,1.1196195926782349,1.179768837374906,1.1650604872378305,1.1540795369567007,1.1394074678617103,1.1272852597679965,1.1196182510909545
2019-04-15,1.1781735030566427,1.1635061488729406,1.1525650318339151,1.1379508305444401,1.125764455977484,1.11791100560246,1.1781782380151886,1.163509895581016,1.1525682996651112,1.1379531881042957,1.1257658302051312,1.1179116684977186,1.17816933349927,1.1635028463330797,1.1525623107766454,1.1379487273558253,1.125763168126011,1.1179103628852742
2019-04-16,1.1771596716404296,1.1618391111239574,1.150511958897685,1.1356367951201463,1.123687761056928,1.1162573968260578,1.1771641984787942,1.161842716247249,1.1505151627275045,1.1356391414933447,1.123689143169874,1.1162580679488037,1.1771555691858702,1.1618358596965275,1.1505092536262977,1.1356346737054746,1.1236864497755898,1.1162567422745824
2019-04-17,1.1756174229111154,1.1599863591648358,1.148550084063978,1.1337346057663542,1.1220176668714896,1.1147557264159853,1.175621730401806,1.1599898078630804,1.1485531762540542,1.1337369068683587,1.1220190257402751,1.1147563879333735,1.1756134805157596,1.1599832246010255,1.1485474626623253,1.1337325120448871,1.1220163716486546,1.114755079795453
2019-04-18,1.1781740129396536,1.1624723057185915,1.1509621934856216,1.136029514296443,1.1241274610866951,1.1165346138086405,1.1781783561861423,1.1624757845529141,1.1509653147557826,1.1360318078085159,1.1241288060224075,1.116535266129987,1.1781700720786132,1.162469165482196,1.1509595629620484,1.1360274409984403,1.1241261877439253,1.1165339782248809
2019-04-22,1.1766992914321743,1.1606043096524756,1.1489490832962865,1.1339000076739898,1.1219695628068906,1.1150560182423253,1.1767035372092136,1.1606077156100654,1.148952139772406,1.1339022503540155,1.1219709075993036,1.1150566751095934,1.1766953839631338,1.1606012004976891,1.1489464835547454,1.1338979690064923,1.1219682732385545,1.115055374337285
2019-04-23,1.1886501264160618,1.1715308196968337,1.159088418900174,1.1428463700967528,1.1297215213955165,1.121709177869683,1.1886547431734744,1.1715345099021794,1.1590917321719518,1.1428487550670248,1.1297229347344604,1.1217098645103254,1.1886459064977455,1.1715274692004354,1.159085614340721,1.1428442181161267,1.1297201779740982,1.121708507592962
2019-04-24,1.19044197461529,1.1733651476677653,1.1609651090429047,1.144547509000921,1.1307131207121932,1.1216352015676558,1.1904465521532566,1.1733688103114603,1.1609683967077724,1.1445497987468372,1.1307144548009178,1.1216358440826861,1.1904378474679844,1.1733618582306855,1.1609623507379137,1.1445454722748158,1.1307118721361948,1.1216345790070834
2019-04-25,1.1881306917437497,1.1712083908819937,1.158952333740808,1.1428015913111158,1.1292086195051425,1.1202464649356978,1.188135182092412,1.171211985819512,1.1589555597910453,1.1428038347117075,1.1292099257300305,1.1202470941132494,1.1881266348987316,1.1712051570136321,1.15894962317322,1.142799594353453,1.1292073969906504,1.1202458552923829
2019-04-26,1.191432754245889,1.1749109628542338,1.162841338516411,1.1468284230647414,1.1331404502729951,1.12361124690422,1.1914373753226282,1.1749146588459554,1.162844622272409,1.1468307184831301,1.133141766759021,1.1236118786121145,1.1914286026030796,1.1749076527073683,1.1628385819327787,1.1468263791272217,1.1331392264184885,1.1236106367741623
2019-04-29,1.1908474629701402,1.1739329276300108,1.161628068797852,1.1454703438644493,1.1318148128451992,1.1223164707636217,1.1908521191218104,1.1739366448727104,1.1616313833414946,1.1454726850568142,1.1318161579678694,1.122317118088757,1.1908432230852495,1.1739295625681991,1.1616252645248053,1.1454682418743136,1.1318135551846535,1.1223158438121095
